1 -0.138485 -4.81949
2 -0.167591 -7.90106
3 -0.194002 -8.68551
4 -0.241149 -9.7167
5 -0.282659 -11.3774
6 -0.322771 -13.1226
7 -0.361618 -14.9608
8 -0.41837 -16.8203
9 -0.485446 -18.7124
10 -0.556321 -20.5198
11 -0.639496 -22.399
12 -0.729004 -24.2218
13 -0.838243 -26.0703
14 -0.967208 -27.8918
15 -1.08193 -29.6988
16 -1.19467 -31.5162
17 -1.3314 -33.3345
18 -1.47697 -35.165
19 -1.64007 -37.0293
20 -1.80009 -39.0725
21 -1.93083 -41.4598
22 -2.09641 -43.2959
23 -2.31173 -45.0157
24 -2.54967 -46.5826
25 -2.80597 -48.3776
26 -3.03593 -53.0142
27 -3.59762 -97.9242
28 -4.73119 -125.644
29 -5.17178 -132.612
30 -4.53171 -58.7801
31 -7.64579 -82.6379
32 -8.44371 -83.7389
33 -9.10602 -84.2419
34 -9.76938 -83.984
35 -10.4185 -83.0841
36 -12.0019 -81.2354
37 -13.8631 -89.2723
38 -14.3312 -86.7787
39 -14.6576 -84.0364
40 -14.8647 -81.414
41 -14.9934 -79.0579
42 -15.0537 -77.04
43 -15.2345 -74.8144
44 -16.1402 -77.051
45 -16.1589 -76.0512
46 -16.1709 -75.2747
47 -16.1822 -74.667
48 -16.2089 -74.2107
49 -16.2426 -74.0322
50 -16.3522 -73.4407
51 -17.2572 -75.1309
52 -17.4588 -75.2752
53 -17.543 -75.0322
54 -17.6208 -74.7895
55 -17.6956 -74.5208
56 -17.7718 -74.2624
57 -17.8359 -73.8246
58 -17.9033 -73.5152
59 -17.9643 -73.2345
60 -18.0182 -72.9625
61 -18.0712 -72.7198
62 -18.1212 -72.4444
63 -18.1795 -72.3377
64 -18.2229 -72.0936
65 -18.2428 -71.7111
66 -18.27 -71.4746
67 -18.2962 -71.2574
68 -18.3196 -71.0737
69 -18.3404 -70.8783
70 -18.3521 -70.7035
71 -18.3677 -70.5688
72 -18.3785 -70.4902
73 -18.368 -70.3987
74 -18.3794 -70.559
75 -18.411 -71.3603
76 -18.4647 -72.0459
77 -18.5296 -72.9295
78 -18.6053 -73.9052
79 -18.6939 -75.0981
80 -18.8274 -77.8681
81 -18.9945 -82.5278
82 -19.1799 -87.5724
83 -19.3701 -92.0687
84 -19.5548 -96.0328
85 -19.7525 -99.3516
86 -19.953 -102.183
87 -20.1486 -105.011
88 -20.3458 -107.553
89 -20.542 -109.448
90 -20.7352 -111.45
91 -20.9239 -113.443
92 -21.1178 -115.514
93 -21.3086 -117.4
94 -21.5021 -119.114
95 -21.6927 -120.729
96 -21.8822 -122.276
97 -22.0679 -123.912
98 -22.2549 -125.494
99 -22.4366 -126.871
100 -22.6135 -128.313
101 -22.7983 -129.694
102 -22.9826 -130.928
103 -23.1656 -132.282
104 -23.3418 -133.679
105 -23.5195 -134.925
106 -23.6958 -136.251
107 -23.8712 -137.437
108 -24.0487 -138.541
109 -24.2219 -139.817
110 -24.3945 -140.804
111 -24.561 -141.918
112 -24.7327 -143.138
113 -24.9061 -144.358
114 -25.076 -145.43
115 -25.2522 -146.562
116 -25.4207 -147.385
117 -25.5861 -148.458
118 -25.748 -149.458
119 -25.9101 -150.489
120 -26.08 -151.657
121 -26.2444 -152.568
122 -26.408 -153.648
123 -26.5681 -154.587
124 -26.7361 -155.465
125 -26.8991 -155.344
126 -27.0732 -156.91
127 -27.22 -157.892
128 -27.379 -158.626
129 -27.5357 -159.531
130 -27.6971 -160.596
131 -27.8555 -161.447
132 -28.0177 -162.392
133 -28.1765 -163.46
134 -28.3375 -164.475
135 -28.5078 -165.293
136 -28.6566 -165.658
137 -28.8105 -166.008
138 -28.9606 -166.855
139 -29.1141 -167.621
140 -29.2676 -168.5
141 -29.4178 -169.418
142 -29.5751 -170.492
143 -29.7301 -171.357
144 -29.8808 -172.191
145 -30.0351 -173.138
146 -30.1833 -174.25
147 -30.3412 -175.194
148 -30.5187 -175.522
149 -30.6891 -175.739
150 -30.8245 -176.053
