1 -0.138533 -4.81926
2 -0.167412 -7.90131
3 -0.193872 -8.68544
4 -0.241146 -9.71695
5 -0.282687 -11.3775
6 -0.322763 -13.1229
7 -0.361545 -14.9607
8 -0.418508 -16.8199
9 -0.485559 -18.713
10 -0.556267 -20.5204
11 -0.639618 -22.4007
12 -0.729093 -24.2218
13 -0.838302 -26.0702
14 -0.967051 -27.891
15 -1.08195 -29.7005
16 -1.19461 -31.5165
17 -1.3313 -33.3345
18 -1.47688 -35.1646
19 -1.64011 -37.0287
20 -1.80006 -39.0724
21 -1.93086 -41.4599
22 -2.09633 -43.2971
23 -2.3117 -45.0155
24 -2.54939 -46.5783
25 -2.80659 -48.3597
26 -3.03451 -53.0324
27 -2.966 -91.921
28 -4.69181 -122.508
29 -5.13508 -132.917
30 -4.53212 -58.765
31 -7.64514 -82.6485
32 -8.4437 -83.7388
33 -9.10574 -84.2384
34 -9.76903 -83.9843
35 -10.4186 -83.0822
36 -12.002 -81.2367
37 -13.8625 -89.2706
38 -14.3314 -86.7777
39 -14.6572 -84.0332
40 -14.8649 -81.413
41 -14.9934 -79.057
42 -15.0536 -77.0439
43 -15.2344 -74.8161
44 -16.1403 -77.0515
45 -16.1587 -76.0507
46 -16.1714 -75.2756
47 -16.1818 -74.6689
48 -16.2092 -74.2082
49 -16.2427 -74.037
50 -16.3521 -73.4419
51 -17.2573 -75.1308
52 -17.4586 -75.2739
53 -17.5431 -75.0294
54 -17.6208 -74.7899
55 -17.6953 -74.5238
56 -17.7714 -74.2626
57 -17.8364 -73.8288
58 -17.9031 -73.5084
59 -17.9644 -73.2338
60 -18.0185 -72.9662
61 -18.071 -72.7199
62 -18.121 -72.4443
63 -18.1799 -72.3364
64 -18.2236 -72.0942
65 -18.2424 -71.707
66 -18.271 -71.4807
67 -18.2965 -71.255
68 -18.3198 -71.0717
69 -18.3402 -70.8777
70 -18.3525 -70.6992
71 -18.3682 -70.5663
72 -18.3782 -70.4807
73 -18.3692 -70.4015
74 -18.3792 -70.551
75 -18.4113 -71.3333
76 -18.4647 -72.0172
77 -18.5296 -72.9197
78 -18.6058 -73.891
79 -18.6935 -75.1056
80 -18.8293 -77.8812
81 -18.9956 -82.5958
82 -19.1801 -87.5849
83 -19.3702 -92.1188
84 -19.5562 -96.0746
85 -19.7533 -99.3166
86 -19.9529 -102.199
87 -20.1496 -104.977
88 -20.3461 -107.591
89 -20.5431 -109.493
90 -20.7356 -111.439
91 -20.9247 -113.462
92 -21.12 -115.608
93 -21.3103 -117.441
94 -21.5042 -119.146
95 -21.6941 -120.719
96 -21.8848 -122.338
97 -22.0711 -123.927
98 -22.2573 -125.56
99 -22.4388 -126.891
100 -22.615 -128.325
101 -22.7991 -129.673
102 -22.9846 -131.014
103 -23.1669 -132.31
104 -23.3442 -133.712
105 -23.5198 -134.964
106 -23.6957 -136.284
107 -23.8748 -137.458
108 -24.049 -138.546
109 -24.2237 -139.81
110 -24.3941 -140.827
111 -24.5622 -141.947
112 -24.733 -143.159
113 -24.9033 -144.34
114 -25.0783 -145.47
115 -25.2538 -146.556
116 -25.4213 -147.414
117 -25.5868 -148.471
118 -25.7488 -149.444
119 -25.9095 -150.449
120 -26.0781 -151.607
121 -26.2454 -152.548
122 -26.4075 -153.624
123 -26.5678 -154.608
124 -26.7339 -155.469
125 -26.8971 -155.373
126 -27.0709 -156.9
127 -27.2205 -157.903
128 -27.38 -158.65
129 -27.5384 -159.559
130 -27.6972 -160.63
131 -27.8527 -161.472
132 -28.0167 -162.379
133 -28.1757 -163.486
134 -28.3382 -164.481
135 -28.5086 -165.293
136 -28.6546 -165.644
137 -28.8116 -166.036
138 -28.9616 -166.872
139 -29.1147 -167.65
140 -29.2639 -168.498
141 -29.4202 -169.431
142 -29.5748 -170.499
143 -29.7265 -171.386
144 -29.8833 -172.208
145 -30.0294 -173.124
146 -30.1811 -174.226
147 -30.3427 -175.209
148 -30.5201 -175.541
149 -30.6935 -175.77
150 -30.8226 -176.047
